Time,Bucket,Size (GB)
2025-09-29 15:22:53.859507,test04,0.048828125
2025-09-29 15:22:53.859507,test05,0.146484375
2025-09-29 15:22:53.859507,test06,0.0
2025-09-29 15:22:53.859507,test07,0.0
2025-09-29 15:23:06.090288,test01,0.244140625
2025-09-29 15:23:06.090288,test02,0.244140625
2025-09-29 15:23:06.090288,test03,0.244140625
2025-09-29 15:23:06.090288,test04,0.048828125
2025-09-29 15:23:06.090288,test05,0.146484375
2025-09-29 15:23:06.090288,test06,0.0
2025-09-29 15:23:06.090288,test07,0.0
2025-09-29 15:23:13.088506,test01,0.244140625
2025-09-29 15:23:13.088506,test02,0.244140625
2025-09-29 15:23:13.088506,test03,0.244140625
2025-09-29 15:23:13.088506,test04,0.048828125
2025-09-29 15:23:13.088506,test05,0.146484375
2025-09-29 15:23:13.088506,test06,0.0
2025-09-29 15:23:13.088506,test07,0.0
2025-09-29 15:23:23.859657,test01,0.244140625
2025-09-29 15:23:23.859657,test02,0.244140625
2025-09-29 15:23:23.859657,test03,0.244140625
2025-09-29 15:23:23.859657,test04,0.048828125
2025-09-29 15:23:23.859657,test05,0.146484375
2025-09-29 15:23:23.859657,test06,0.0
2025-09-29 15:23:23.859657,test07,0.0
2025-09-29 15:23:38.245965,test01,0.244140625
2025-09-29 15:23:38.245965,test02,0.244140625
2025-09-29 15:23:38.245965,test03,0.244140625
2025-09-29 15:23:38.245965,test04,0.048828125
2025-09-29 15:23:38.245965,test05,0.146484375
2025-09-29 15:23:38.245965,test06,0.0
2025-09-29 15:23:38.245965,test07,0.0
2025-09-29 15:23:54.151051,test01,0.244140625
2025-09-29 15:23:54.151051,test02,0.244140625
2025-09-29 15:23:54.151051,test03,0.244140625
2025-09-29 15:23:54.151051,test04,0.048828125
2025-09-29 15:23:54.151051,test05,0.146484375
2025-09-29 15:23:54.151051,test06,0.0
2025-09-29 15:23:54.151051,test07,0.0
2025-09-29 15:24:24.190731,test01,0.244140625
2025-09-29 15:24:24.190731,test02,0.244140625
2025-09-29 15:24:24.190731,test03,0.244140625
2025-09-29 15:24:24.190731,test04,0.048828125
2025-09-29 15:24:24.190731,test05,0.146484375
2025-09-29 15:24:24.190731,test06,0.0
2025-09-29 15:24:24.190731,test07,0.0
2025-09-29 15:24:54.194759,test01,0.244140625
2025-09-29 15:24:54.194759,test02,0.244140625
2025-09-29 15:24:54.194759,test03,0.244140625
2025-09-29 15:24:54.194759,test04,0.048828125
2025-09-29 15:24:54.194759,test05,0.146484375
2025-09-29 15:24:54.194759,test06,0.0
2025-09-29 15:24:54.194759,test07,0.0
2025-09-29 15:25:24.186413,test01,0.244140625
2025-09-29 15:25:24.186413,test02,0.244140625
2025-09-29 15:25:24.186413,test03,0.244140625
2025-09-29 15:25:24.186413,test04,0.048828125
2025-09-29 15:25:24.186413,test05,0.146484375
2025-09-29 15:25:24.186413,test06,0.0
2025-09-29 15:25:24.186413,test07,0.0
2025-09-29 15:26:25.181909,test01,0.244140625
2025-09-29 15:26:25.181909,test02,0.244140625
2025-09-29 15:26:25.181909,test03,0.244140625
2025-09-29 15:26:25.181909,test04,0.048828125
2025-09-29 15:26:25.181909,test05,0.146484375
2025-09-29 15:26:25.181909,test06,0.0
2025-09-29 15:26:25.181909,test07,0.0
2025-09-29 15:27:11.917834,test01,0.244140625
2025-09-29 15:27:11.917834,test02,0.244140625
2025-09-29 15:27:11.917834,test03,0.244140625
2025-09-29 15:27:11.917834,test04,0.048828125
2025-09-29 15:27:11.917834,test05,0.146484375
2025-09-29 15:27:11.917834,test06,0.0
2025-09-29 15:27:11.917834,test07,0.0
2025-09-29 15:27:20.774792,test01,0.244140625
2025-09-29 15:27:20.774792,test02,0.244140625
2025-09-29 15:27:20.774792,test03,0.244140625
2025-09-29 15:27:20.774792,test04,0.048828125
2025-09-29 15:27:20.774792,test05,0.146484375
2025-09-29 15:27:20.774792,test06,0.0
2025-09-29 15:27:20.774792,test07,0.0
2025-09-29 15:27:32.467801,test01,0.244140625
2025-09-29 15:27:32.467801,test02,0.244140625
2025-09-29 15:27:32.467801,test03,0.244140625
2025-09-29 15:27:32.467801,test04,0.048828125
2025-09-29 15:27:32.467801,test05,0.146484375
2025-09-29 15:27:32.467801,test06,0.0
2025-09-29 15:27:32.467801,test07,0.0
2025-09-29 15:27:42.282460,test01,0.244140625
2025-09-29 15:27:42.282460,test02,0.244140625
2025-09-29 15:27:42.282460,test03,0.244140625
2025-09-29 15:27:42.282460,test04,0.048828125
2025-09-29 15:27:42.282460,test05,0.146484375
2025-09-29 15:27:42.282460,test06,0.0
2025-09-29 15:27:42.282460,test07,0.0
2025-09-29 15:27:57.852908,test01,0.244140625
2025-09-29 15:27:57.852908,test02,0.244140625
2025-09-29 15:27:57.852908,test03,0.244140625
2025-09-29 15:27:57.852908,test04,0.048828125
2025-09-29 15:27:57.852908,test05,0.146484375
2025-09-29 15:27:57.852908,test06,0.0
2025-09-29 15:27:57.852908,test07,0.0
2025-09-29 15:28:03.683559,test01,0.244140625
2025-09-29 15:28:03.683559,test02,0.244140625
2025-09-29 15:28:03.683559,test03,0.244140625
2025-09-29 15:28:03.683559,test04,0.048828125
2025-09-29 15:28:03.683559,test05,0.146484375
2025-09-29 15:28:03.683559,test06,0.0
2025-09-29 15:28:03.683559,test07,0.0
2025-09-29 15:28:12.281547,test01,0.244140625
2025-09-29 15:28:12.281547,test02,0.244140625
2025-09-29 15:28:12.281547,test03,0.244140625
2025-09-29 15:28:12.281547,test04,0.048828125
2025-09-29 15:28:12.281547,test05,0.146484375
2025-09-29 15:28:12.281547,test06,0.0
2025-09-29 15:28:12.281547,test07,0.0
2025-09-29 15:28:14.693626,test01,0.244140625
2025-09-29 15:28:14.693626,test02,0.244140625
2025-09-29 15:28:14.693626,test03,0.244140625
2025-09-29 15:28:14.693626,test04,0.048828125
2025-09-29 15:28:14.693626,test05,0.146484375
2025-09-29 15:28:14.693626,test06,0.0
2025-09-29 15:28:14.693626,test07,0.0
2025-09-29 15:28:18.939459,test01,0.244140625
2025-09-29 15:28:18.939459,test02,0.244140625
2025-09-29 15:28:18.939459,test03,0.244140625
2025-09-29 15:28:18.939459,test04,0.048828125
2025-09-29 15:28:18.939459,test05,0.146484375
2025-09-29 15:28:18.939459,test06,0.0
2025-09-29 15:28:18.939459,test07,0.0
2025-09-29 15:28:25.738090,test01,0.244140625
2025-09-29 15:28:25.738090,test02,0.244140625
2025-09-29 15:28:25.738090,test03,0.244140625
2025-09-29 15:28:25.738090,test04,0.048828125
2025-09-29 15:28:25.738090,test05,0.146484375
2025-09-29 15:28:25.738090,test06,0.0
2025-09-29 15:28:25.738090,test07,0.0
2025-09-29 15:28:42.289099,test01,0.244140625
2025-09-29 15:28:42.289099,test02,0.244140625
2025-09-29 15:28:42.289099,test03,0.244140625
2025-09-29 15:28:42.289099,test04,0.048828125
2025-09-29 15:28:42.289099,test05,0.146484375
2025-09-29 15:28:42.289099,test06,0.0
2025-09-29 15:28:42.289099,test07,0.0
2025-09-29 15:28:58.515798,test01,0.244140625
2025-09-29 15:28:58.515798,test02,0.244140625
2025-09-29 15:28:58.515798,test03,0.244140625
2025-09-29 15:28:58.515798,test04,0.048828125
2025-09-29 15:28:58.515798,test05,0.146484375
2025-09-29 15:28:58.515798,test06,0.0
2025-09-29 15:28:58.515798,test07,0.0
2025-09-29 15:29:07.624693,test01,0.244140625
2025-09-29 15:29:07.624693,test02,0.244140625
2025-09-29 15:29:07.624693,test03,0.244140625
2025-09-29 15:29:07.624693,test04,0.048828125
2025-09-29 15:29:07.624693,test05,0.146484375
2025-09-29 15:29:07.624693,test06,0.0
2025-09-29 15:29:07.624693,test07,0.0
2025-09-29 15:29:12.286489,test01,0.244140625
2025-09-29 15:29:12.286489,test02,0.244140625
2025-09-29 15:29:12.286489,test03,0.244140625
2025-09-29 15:29:12.286489,test04,0.048828125
2025-09-29 15:29:12.286489,test05,0.146484375
2025-09-29 15:29:12.286489,test06,0.0
2025-09-29 15:29:12.286489,test07,0.0
2025-09-29 15:29:27.525512,test01,0.244140625
2025-09-29 15:29:27.525512,test02,0.244140625
2025-09-29 15:29:27.525512,test03,0.244140625
2025-09-29 15:29:27.525512,test04,0.048828125
2025-09-29 15:29:27.525512,test05,0.146484375
2025-09-29 15:29:27.525512,test06,0.0
2025-09-29 15:29:27.525512,test07,0.0
2025-09-29 15:30:10.363466,test01,0.244140625
2025-09-29 15:30:10.363466,test02,0.244140625
2025-09-29 15:30:10.363466,test03,0.244140625
2025-09-29 15:30:10.363466,test04,0.048828125
2025-09-29 15:30:10.363466,test05,0.146484375
2025-09-29 15:30:10.363466,test06,0.0
2025-09-29 15:30:10.363466,test07,0.0
2025-09-29 15:30:40.365904,test01,0.244140625
2025-09-29 15:30:40.365904,test02,0.244140625
2025-09-29 15:30:40.365904,test03,0.244140625
2025-09-29 15:30:40.365904,test04,0.048828125
2025-09-29 15:30:40.365904,test05,0.146484375
2025-09-29 15:30:40.365904,test06,0.0
2025-09-29 15:30:40.365904,test07,0.0
2025-09-29 15:31:01.628218,test01,0.244140625
2025-09-29 15:31:01.628218,test02,0.244140625
2025-09-29 15:31:01.628218,test03,0.244140625
2025-09-29 15:31:01.628218,test04,0.048828125
2025-09-29 15:31:01.628218,test05,0.146484375
2025-09-29 15:31:01.628218,test06,0.0
2025-09-29 15:31:01.628218,test07,0.0
2025-09-29 15:31:13.345794,test01,0.244140625
2025-09-29 15:31:13.345794,test02,0.244140625
2025-09-29 15:31:13.345794,test03,0.244140625
2025-09-29 15:31:13.345794,test04,0.048828125
2025-09-29 15:31:13.345794,test05,0.146484375
2025-09-29 15:31:13.345794,test06,0.0
2025-09-29 15:31:13.345794,test07,0.0
2025-09-29 15:31:27.622147,test01,0.244140625
2025-09-29 15:31:27.622147,test02,0.244140625
2025-09-29 15:31:27.622147,test03,0.244140625
2025-09-29 15:31:27.622147,test04,0.048828125
2025-09-29 15:31:27.622147,test05,0.146484375
2025-09-29 15:31:27.622147,test06,0.0
2025-09-29 15:31:27.622147,test07,0.0
2025-09-29 15:31:43.015584,test01,0.244140625
2025-09-29 15:31:43.015584,test02,0.244140625
2025-09-29 15:31:43.015584,test03,0.244140625
2025-09-29 15:31:43.015584,test04,0.048828125
2025-09-29 15:31:43.015584,test05,0.146484375
2025-09-29 15:31:43.015584,test06,0.0
2025-09-29 15:31:43.015584,test07,0.0
2025-09-29 15:31:49.008702,test01,0.244140625
2025-09-29 15:31:49.008702,test02,0.244140625
2025-09-29 15:31:49.008702,test03,0.244140625
2025-09-29 15:31:49.008702,test04,0.048828125
2025-09-29 15:31:49.008702,test05,0.146484375
2025-09-29 15:31:49.008702,test06,0.0
2025-09-29 15:31:49.008702,test07,0.0
2025-09-29 15:32:01.589091,test01,0.244140625
2025-09-29 15:32:01.589091,test02,0.244140625
2025-09-29 15:32:01.589091,test03,0.244140625
2025-09-29 15:32:01.589091,test04,0.048828125
2025-09-29 15:32:01.589091,test05,0.146484375
2025-09-29 15:32:01.589091,test06,0.0
2025-09-29 15:32:01.589091,test07,0.0
2025-09-29 15:32:07.510192,test01,0.244140625
2025-09-29 15:32:07.510192,test02,0.244140625
2025-09-29 15:32:07.510192,test03,0.244140625
2025-09-29 15:32:07.510192,test04,0.048828125
2025-09-29 15:32:07.510192,test05,0.146484375
2025-09-29 15:32:07.510192,test06,0.0
2025-09-29 15:32:07.510192,test07,0.0
2025-09-29 15:32:14.418151,test01,0.244140625
2025-09-29 15:32:14.418151,test02,0.244140625
2025-09-29 15:32:14.418151,test03,0.244140625
2025-09-29 15:32:14.418151,test04,0.048828125
2025-09-29 15:32:14.418151,test05,0.146484375
2025-09-29 15:32:14.418151,test06,0.0
2025-09-29 15:32:14.418151,test07,0.0
2025-09-29 15:32:44.404353,test01,0.244140625
2025-09-29 15:32:44.404353,test02,0.244140625
2025-09-29 15:32:44.404353,test03,0.244140625
2025-09-29 15:32:44.404353,test04,0.048828125
2025-09-29 15:32:44.404353,test05,0.146484375
2025-09-29 15:32:44.404353,test06,0.0
2025-09-29 15:32:44.404353,test07,0.0
2025-09-29 15:33:14.412052,test01,0.244140625
2025-09-29 15:33:14.412052,test02,0.244140625
2025-09-29 15:33:14.412052,test03,0.244140625
2025-09-29 15:33:14.412052,test04,0.048828125
2025-09-29 15:33:14.412052,test05,0.244140625
2025-09-29 15:33:14.412052,test06,0.0
2025-09-29 15:33:14.412052,test07,0.0
2025-09-29 15:33:20.900808,test01,0.244140625
2025-09-29 15:33:20.900808,test02,0.244140625
2025-09-29 15:33:20.900808,test03,0.244140625
2025-09-29 15:33:20.900808,test04,0.048828125
2025-09-29 15:33:20.900808,test05,0.244140625
2025-09-29 15:33:20.900808,test06,0.0
2025-09-29 15:33:20.900808,test07,0.0
2025-09-29 15:33:39.819245,test01,0.244140625
2025-09-29 15:33:39.819245,test02,0.244140625
2025-09-29 15:33:39.819245,test03,0.244140625
2025-09-29 15:33:39.819245,test04,0.048828125
2025-09-29 15:33:39.819245,test05,0.341796875
2025-09-29 15:33:39.819245,test06,0.0
2025-09-29 15:33:39.819245,test07,0.0
2025-09-29 15:33:48.503658,test01,0.244140625
2025-09-29 15:33:48.503658,test02,0.244140625
2025-09-29 15:33:48.503658,test03,0.244140625
2025-09-29 15:33:48.503658,test04,0.048828125
2025-09-29 15:33:48.503658,test05,0.341796875
2025-09-29 15:33:48.503658,test06,0.0
2025-09-29 15:33:48.503658,test07,0.0
2025-09-29 15:34:07.633011,test01,0.244140625
2025-09-29 15:34:07.633011,test02,0.244140625
2025-09-29 15:34:07.633011,test03,0.244140625
2025-09-29 15:34:07.633011,test04,0.048828125
2025-09-29 15:34:07.633011,test05,0.390625
2025-09-29 15:34:07.633011,test06,0.0
2025-09-29 15:34:07.633011,test07,0.0
2025-09-29 15:34:24.199188,test01,0.244140625
2025-09-29 15:34:24.199188,test02,0.244140625
2025-09-29 15:34:24.199188,test03,0.244140625
2025-09-29 15:34:24.199188,test04,0.048828125
2025-09-29 15:34:24.199188,test05,0.390625
2025-09-29 15:34:24.199188,test06,0.0
2025-09-29 15:34:24.199188,test07,0.0
2025-09-29 15:34:55.318469,test01,0.244140625
2025-09-29 15:34:55.318469,test02,0.244140625
2025-09-29 15:34:55.318469,test03,0.244140625
2025-09-29 15:34:55.318469,test04,0.048828125
2025-09-29 15:34:55.318469,test05,0.390625
2025-09-29 15:34:55.318469,test06,0.0
2025-09-29 15:34:55.318469,test07,0.0
2025-09-29 15:35:25.333154,test01,0.244140625
2025-09-29 15:35:25.333154,test02,0.244140625
2025-09-29 15:35:25.333154,test03,0.244140625
2025-09-29 15:35:25.333154,test04,0.048828125
2025-09-29 15:35:25.333154,test05,0.390625
2025-09-29 15:35:25.333154,test06,0.0
2025-09-29 15:35:25.333154,test07,0.0
2025-09-29 15:35:55.315276,test01,0.244140625
2025-09-29 15:35:55.315276,test02,0.244140625
2025-09-29 15:35:55.315276,test03,0.244140625
2025-09-29 15:35:55.315276,test04,0.048828125
2025-09-29 15:35:55.315276,test05,0.390625
2025-09-29 15:35:55.315276,test06,0.0
2025-09-29 15:35:55.315276,test07,0.0
2025-09-29 15:36:25.329866,test01,0.244140625
2025-09-29 15:36:25.329866,test02,0.244140625
2025-09-29 15:36:25.329866,test03,0.244140625
2025-09-29 15:36:25.329866,test04,0.048828125
2025-09-29 15:36:25.329866,test05,0.390625
2025-09-29 15:36:25.329866,test06,0.0
2025-09-29 15:36:25.329866,test07,0.0
2025-09-29 15:36:55.319549,test01,0.244140625
2025-09-29 15:36:55.319549,test02,0.244140625
2025-09-29 15:36:55.319549,test03,0.244140625
2025-09-29 15:36:55.319549,test04,0.048828125
2025-09-29 15:36:55.319549,test05,0.390625
2025-09-29 15:36:55.319549,test06,0.0
2025-09-29 15:36:55.319549,test07,0.0
2025-09-29 15:37:25.366552,test01,0.244140625
2025-09-29 15:37:25.366552,test02,0.244140625
2025-09-29 15:37:25.366552,test03,0.244140625
2025-09-29 15:37:25.366552,test04,0.048828125
2025-09-29 15:37:25.366552,test05,0.390625
2025-09-29 15:37:25.366552,test06,0.0
2025-09-29 15:37:25.366552,test07,0.0
2025-09-29 15:37:25.366552,test08,0.0
2025-09-29 15:37:56.156929,test01,0.244140625
2025-09-29 15:37:56.156929,test02,0.244140625
2025-09-29 15:37:56.156929,test03,0.244140625
2025-09-29 15:37:56.156929,test04,0.048828125
2025-09-29 15:37:56.156929,test05,0.390625
2025-09-29 15:37:56.156929,test06,0.0
2025-09-29 15:37:56.156929,test07,0.0
2025-09-29 15:37:56.156929,test08,0.0
2025-09-29 15:38:25.360984,test01,0.244140625
2025-09-29 15:38:25.360984,test02,0.244140625
2025-09-29 15:38:25.360984,test03,0.29296875
2025-09-29 15:38:25.360984,test04,0.048828125
2025-09-29 15:38:25.360984,test05,0.390625
2025-09-29 15:38:25.360984,test06,0.0
2025-09-29 15:38:25.360984,test07,0.0
2025-09-29 15:38:25.360984,test08,0.0
2025-09-29 15:38:52.678267,test01,0.244140625
2025-09-29 15:38:52.678267,test02,0.244140625
2025-09-29 15:38:52.678267,test03,0.390625
2025-09-29 15:38:52.678267,test04,0.048828125
2025-09-29 15:38:52.678267,test05,0.390625
2025-09-29 15:38:52.678267,test06,0.0
2025-09-29 15:38:52.678267,test07,0.0
2025-09-29 15:38:52.678267,test08,0.0
2025-09-29 15:38:55.589387,test01,0.244140625
2025-09-29 15:38:55.589387,test02,0.244140625
2025-09-29 15:38:55.589387,test03,0.390625
2025-09-29 15:38:55.589387,test04,0.048828125
2025-09-29 15:38:55.589387,test05,0.390625
2025-09-29 15:38:55.589387,test06,0.0
2025-09-29 15:38:55.589387,test07,0.0
2025-09-29 15:38:55.589387,test08,0.0
2025-09-29 15:38:58.106227,test01,0.244140625
2025-09-29 15:38:58.106227,test02,0.244140625
2025-09-29 15:38:58.106227,test03,0.439453125
2025-09-29 15:38:58.106227,test04,0.048828125
2025-09-29 15:38:58.106227,test05,0.390625
2025-09-29 15:38:58.106227,test06,0.0
2025-09-29 15:38:58.106227,test07,0.0
2025-09-29 15:38:58.106227,test08,0.0
2025-09-29 15:39:06.344122,test01,0.244140625
2025-09-29 15:39:06.344122,test02,0.244140625
2025-09-29 15:39:06.344122,test03,0.439453125
2025-09-29 15:39:06.344122,test04,0.048828125
2025-09-29 15:39:06.344122,test05,0.390625
2025-09-29 15:39:06.344122,test06,0.0
2025-09-29 15:39:06.344122,test07,0.0
2025-09-29 15:39:06.344122,test08,0.0
2025-09-29 15:39:19.887730,test01,0.244140625
2025-09-29 15:39:19.887730,test02,0.244140625
2025-09-29 15:39:19.887730,test03,0.48828125
2025-09-29 15:39:19.887730,test04,0.048828125
2025-09-29 15:39:19.887730,test05,0.390625
2025-09-29 15:39:19.887730,test06,0.0
2025-09-29 15:39:19.887730,test07,0.0
2025-09-29 15:39:19.887730,test08,0.0
2025-09-29 15:39:50.179115,test01,0.244140625
2025-09-29 15:39:50.179115,test02,0.244140625
2025-09-29 15:39:50.179115,test03,0.48828125
2025-09-29 15:39:50.179115,test04,0.048828125
2025-09-29 15:39:50.179115,test05,0.390625
2025-09-29 15:39:50.179115,test06,0.0
2025-09-29 15:39:50.179115,test07,0.0
2025-09-29 15:39:50.179115,test08,0.0
2025-09-29 15:39:57.402043,test01,0.244140625
2025-09-29 15:39:57.402043,test02,0.244140625
2025-09-29 15:39:57.402043,test03,0.48828125
2025-09-29 15:39:57.402043,test04,0.048828125
2025-09-29 15:39:57.402043,test05,0.390625
2025-09-29 15:39:57.402043,test06,0.0
2025-09-29 15:39:57.402043,test07,0.0
2025-09-29 15:39:57.402043,test08,0.0
2025-09-29 15:40:28.214688,test01,0.244140625
2025-09-29 15:40:28.214688,test02,0.244140625
2025-09-29 15:40:28.214688,test03,0.48828125
2025-09-29 15:40:28.214688,test04,0.048828125
2025-09-29 15:40:28.214688,test05,0.390625
2025-09-29 15:40:28.214688,test06,0.0
2025-09-29 15:40:28.214688,test07,0.0
2025-09-29 15:40:28.214688,test08,0.0
2025-09-29 15:41:06.594088,test01,0.244140625
2025-09-29 15:41:06.594088,test02,0.244140625
2025-09-29 15:41:06.594088,test03,0.48828125
2025-09-29 15:41:06.594088,test04,0.048828125
2025-09-29 15:41:06.594088,test05,0.390625
2025-09-29 15:41:06.594088,test06,0.0
2025-09-29 15:41:06.594088,test07,0.0
2025-09-29 15:41:06.594088,test08,0.0
2025-09-29 15:41:12.152541,test01,0.244140625
2025-09-29 15:41:12.152541,test02,0.244140625
2025-09-29 15:41:12.152541,test03,0.48828125
2025-09-29 15:41:12.152541,test04,0.048828125
2025-09-29 15:41:12.152541,test05,0.390625
2025-09-29 15:41:12.152541,test06,0.0
2025-09-29 15:41:12.152541,test07,0.0
2025-09-29 15:41:12.152541,test08,0.0
2025-09-29 15:41:38.181940,test01,0.244140625
2025-09-29 15:41:38.181940,test02,0.244140625
2025-09-29 15:41:38.181940,test03,0.48828125
2025-09-29 15:41:38.181940,test04,0.048828125
2025-09-29 15:41:38.181940,test05,0.390625
2025-09-29 15:41:38.181940,test06,0.0
2025-09-29 15:41:38.181940,test07,0.0
2025-09-29 15:41:38.181940,test08,0.0
2025-09-29 15:42:08.192325,test01,0.244140625
2025-09-29 15:42:08.192325,test02,0.244140625
2025-09-29 15:42:08.192325,test03,0.48828125
2025-09-29 15:42:08.192325,test04,0.048828125
2025-09-29 15:42:08.192325,test05,0.390625
2025-09-29 15:42:08.192325,test06,0.0
2025-09-29 15:42:08.192325,test07,0.0
2025-09-29 15:42:08.192325,test08,0.0
2025-09-29 15:42:38.226925,test01,0.244140625
2025-09-29 15:42:38.226925,test02,0.244140625
2025-09-29 15:42:38.226925,test03,0.48828125
2025-09-29 15:42:38.226925,test04,0.048828125
2025-09-29 15:42:38.226925,test05,0.390625
2025-09-29 15:42:38.226925,test06,0.0
2025-09-29 15:42:38.226925,test07,0.0
2025-09-29 15:42:38.226925,test08,0.0
2025-09-29 15:43:08.194378,test01,0.244140625
2025-09-29 15:43:08.194378,test02,0.244140625
2025-09-29 15:43:08.194378,test03,0.48828125
2025-09-29 15:43:08.194378,test04,0.048828125
2025-09-29 15:43:08.194378,test05,0.390625
2025-09-29 15:43:08.194378,test06,0.0
2025-09-29 15:43:08.194378,test07,0.0
2025-09-29 15:43:08.194378,test08,0.0
2025-09-29 15:43:15.145268,test01,0.244140625
2025-09-29 15:43:15.145268,test02,0.244140625
2025-09-29 15:43:15.145268,test03,0.48828125
2025-09-29 15:43:15.145268,test04,0.048828125
2025-09-29 15:43:15.145268,test05,0.390625
2025-09-29 15:43:15.145268,test06,0.0
2025-09-29 15:43:15.145268,test07,0.0
2025-09-29 15:43:15.145268,test08,0.0
2025-09-29 15:43:21.542773,test01,0.244140625
2025-09-29 15:43:21.542773,test02,0.244140625
2025-09-29 15:43:21.542773,test03,0.48828125
2025-09-29 15:43:21.542773,test04,0.048828125
2025-09-29 15:43:21.542773,test05,0.390625
2025-09-29 15:43:21.542773,test06,0.0
2025-09-29 15:43:21.542773,test07,0.0
2025-09-29 15:43:21.542773,test08,0.0
2025-09-29 15:43:53.227180,test01,0.244140625
2025-09-29 15:43:53.227180,test02,0.244140625
2025-09-29 15:43:53.227180,test03,0.48828125
2025-09-29 15:43:53.227180,test04,0.048828125
2025-09-29 15:43:53.227180,test05,0.390625
2025-09-29 15:43:53.227180,test06,0.0
2025-09-29 15:43:53.227180,test07,0.0
2025-09-29 15:43:53.227180,test08,0.0
2025-09-29 15:44:23.201043,test01,0.244140625
2025-09-29 15:44:23.201043,test02,0.244140625
2025-09-29 15:44:23.201043,test03,0.48828125
2025-09-29 15:44:23.201043,test04,0.048828125
2025-09-29 15:44:23.201043,test05,0.390625
2025-09-29 15:44:23.201043,test06,0.0
2025-09-29 15:44:23.201043,test07,0.0
2025-09-29 15:44:23.201043,test08,0.0
2025-09-29 15:44:53.184400,test01,0.244140625
2025-09-29 15:44:53.184400,test02,0.244140625
2025-09-29 15:44:53.184400,test03,0.48828125
2025-09-29 15:44:53.184400,test04,0.048828125
2025-09-29 15:44:53.184400,test05,0.390625
2025-09-29 15:44:53.184400,test06,0.0
2025-09-29 15:44:53.184400,test07,0.0
2025-09-29 15:44:53.184400,test08,0.0
